,Id1,Id2,Type of Content
1832,Dwheel_14,NFLFilms,Mention
1832,Dwheel_14,Chiefs,Mention
1832,Dwheel_14,Bengals,Mention
1833,ubok1978,Kramed67037,Mention
1833,ubok1978,GottliebShow,Mention
1834,Viyapoo,WWERuthlessEra,RT
1835,punkrockdub,GeneSteratore,Mention
1836,Lvnd00,NFL,Mention
1836,Lvnd00,nflnetwork,Mention
1836,Lvnd00,ESPNNFL,Mention
1839,ubok1978,Aftermath_KC,Mention
1840,BREAK_BoyAplus,FormerNFLFan789,RT
1842,SpikeTheNews2,FormerNFLFan789,RT
1843,Lisa20271524,Sir_Saint1,RT
1844,ayoo_noah,FormerNFLFan789,RT
1845,ayoo_noah,edits841,RT
1846,FormerNFLFan789,edits841,RT
1847,BenLineback,FormerNFLFan789,RT
1849,edits841,FormerNFLFan789,RT
1850,phee2_mc,FormerNFLFan789,RT
1851,InkyBri,NFL,Mention
1852,DigitalPtGuard,FormerNFLFan789,RT
1854,SiefkenRobert,AdamSchefter,Mention
1855,grandadteddy,AdamSchefter,Mention
1857,LordShaq2,FormerNFLFan789,RT
1858,Shadology101,FormerNFLFan789,RT
1859,DanielMusto10,FormerNFLFan789,RT
1861,cammarshallfilm,TH3_GOD_,Mention
1861,cammarshallfilm,YoungAngel_,Mention
1861,cammarshallfilm,FirstTake,Mention
1861,cammarshallfilm,MikeFrancesa,Mention
1862,FormerNFLFan789,MAGAMAN858,RT
1862,FormerNFLFan789,NFL,RT
1863,FormerNFLFan789,BornCincyFan,RT
1863,FormerNFLFan789,nflcommish,RT
1863,FormerNFLFan789,NFL,RT
1866,FootballFan734,nflcommish,Mention
1867,wtondo,TheHouse_Ent,RT
1868,_TheZyro,barstoolsports,RT
1871,MAGAMAN858,NFL,Mention
1872,Piersky65,realAlexRWagner,RT
1873,_VictorChaos,Billyhottakes,Mention
1873,_VictorChaos,PFN365,Mention
1874,THE_GRAYF0X,WilliamScottDe3,Mention
1874,THE_GRAYF0X,GottliebShow,Mention
1875,THE_GRAYF0X,NFL,Mention
1876,SiefkenRobert,Chiefs,Mention
1878,rusteezeworld,WorimiFella,RT
1878,rusteezeworld,Bengals,RT
1879,Gruelingtruth,thebengalorian,Mention
1879,Gruelingtruth,TheBengalsWire,Mention
1879,Gruelingtruth,WhoDey_UK,Mention
1879,Gruelingtruth,BengalsNation8,Mention
1879,Gruelingtruth,moose196850,Mention
1879,Gruelingtruth,WhoooDeyy,Mention
1879,Gruelingtruth,BengalsTalk,Mention
1880,WilliamScottDe3,GottliebShow,Mention
1882,ChadJobe2,ShereeWLWT,Mention
1883,9thwdleekilla,Throwback420,RT
1884,cinbengalsJB9,TonyKnowsBall,RT
1885,cinbengalsJB9,gosuprime21,RT
1886,cinbengalsJB9,LazyMxtt,RT
1887,cinbengalsJB9,ppotterta,RT
1888,cinbengalsJB9,MediaLiarz,RT
1888,cinbengalsJB9,tkelce,RT
1888,cinbengalsJB9,PatrickMahomes,RT
1888,cinbengalsJB9,BrittanyLynne,RT
1889,cinbengalsJB9,GetYoShinebox,RT
1891,cinbengalsJB9,CINClothingCo,RT
1892,cinbengalsJB9,punkrockdub,RT
1893,cinbengalsJB9,VARGASSZNN,RT
1894,cinbengalsJB9,Thomas_Buckeye5,RT
1895,cinbengalsJB9,DatFrostyOne,RT
1896,cinbengalsJB9,Cromezn,RT
1897,DonBrow77958233,NFL,Mention
1897,DonBrow77958233,TomBrady,Mention
1898,cinbengalsJB9,curtisxu,RT
1899,cinbengalsJB9,Pi_sulaiman,RT
1900,jayspartan20,MasterAtWorkinc,RT
1902,Layne__w,FormerNFLFan789,RT
1903,texaskid4life,MasterAtWorkinc,RT
1906,floydianship,MasterAtWorkinc,RT
1907,BornCincyFan,nflcommish,Mention
1907,BornCincyFan,NFL,Mention
1908,MasterAtWorkinc,MasterAtWorkinc,RT
1909,PropMclaughlin_,Mikechanginvest,RT
1910,THE_GRAYF0X,JoeGoodberry,Mention
1910,THE_GRAYF0X,nfl,Mention
1911,NoDiiscussiion,CoachOBrien,Mention
1911,NoDiiscussiion,WokeThuney,Mention
1911,NoDiiscussiion,NFL_DovKleiman,Mention
1911,NoDiiscussiion,Real10jayy__,Mention
1912,Pqranold,edits841,RT
1914,WTFinSoCal,heyjacqui_,Mention
1915,FormerNFLFan789,THE_GRAYF0X,RT
1915,FormerNFLFan789,nfl,RT
1915,FormerNFLFan789,NFLOfficiating,RT
1915,FormerNFLFan789,nflcommish,RT
1917,THE_GRAYF0X,nfl,Mention
1917,THE_GRAYF0X,NFLOfficiating,Mention
1917,THE_GRAYF0X,nflcommish,Mention
1918,jackihillis22,DonCoop20,Mention
1918,jackihillis22,PFTCommenter,Mention
1918,jackihillis22,ArianFoster,Mention
1920,KecksterFal,_willcompton,Mention
1921,SkylerBertram1,VivaLaStool,RT
1921,SkylerBertram1,ArianFoster,RT
1921,SkylerBertram1,MacrodosingPod,RT
1922,RicoMuscatel,NFLonFOX,Mention
1922,RicoMuscatel,Chiefs,Mention
1922,RicoMuscatel,Eagles,Mention
1923,EspressoJose,tipico,Mention
1924,thetadrivium,Throwback420,RT
1925,thetadrivium,GetYoShinebox,RT
1927,plingon11,Readitandweep2,Mention
1929,Jan11555,taufikl,Mention
1930,SpadedLord,midwest_fancy,RT
1932,Dwheel_14,NFL,Mention
1932,Dwheel_14,NFLonFOX,Mention
1932,Dwheel_14,NFLFilms,Mention
1932,Dwheel_14,Chiefs,Mention
1932,Dwheel_14,Bengals,Mention
1933,ubok1978,Kramed67037,Mention
1933,ubok1978,GottliebShow,Mention
1934,Viyapoo,WWERuthlessEra,RT
1935,punkrockdub,GeneSteratore,Mention
1936,Lvnd00,NFL,Mention
1936,Lvnd00,nflnetwork,Mention
1936,Lvnd00,ESPNNFL,Mention
1939,ubok1978,Aftermath_KC,Mention
1940,BREAK_BoyAplus,FormerNFLFan789,RT
1942,SpikeTheNews2,FormerNFLFan789,RT
1943,Lisa20271524,Sir_Saint1,RT
1944,ayoo_noah,FormerNFLFan789,RT
1945,ayoo_noah,edits841,RT
1946,FormerNFLFan789,edits841,RT
1947,BenLineback,FormerNFLFan789,RT
1949,edits841,FormerNFLFan789,RT
1950,phee2_mc,FormerNFLFan789,RT
1951,InkyBri,NFL,Mention
1952,DigitalPtGuard,FormerNFLFan789,RT
1954,SiefkenRobert,AdamSchefter,Mention
1955,grandadteddy,AdamSchefter,Mention
1957,LordShaq2,FormerNFLFan789,RT
1958,Shadology101,FormerNFLFan789,RT
1959,DanielMusto10,FormerNFLFan789,RT
1961,cammarshallfilm,TH3_GOD_,Mention
1961,cammarshallfilm,YoungAngel_,Mention
1961,cammarshallfilm,FirstTake,Mention
1961,cammarshallfilm,MikeFrancesa,Mention
1962,FormerNFLFan789,MAGAMAN858,RT
1962,FormerNFLFan789,NFL,RT
1963,FormerNFLFan789,BornCincyFan,RT
1963,FormerNFLFan789,nflcommish,RT
1963,FormerNFLFan789,NFL,RT
1966,FootballFan734,nflcommish,Mention
1967,wtondo,TheHouse_Ent,RT
1968,_TheZyro,barstoolsports,RT
1971,MAGAMAN858,NFL,Mention
1972,Piersky65,realAlexRWagner,RT
1973,_VictorChaos,Billyhottakes,Mention
1973,_VictorChaos,PFN365,Mention
1974,THE_GRAYF0X,WilliamScottDe3,Mention
1974,THE_GRAYF0X,GottliebShow,Mention
1975,THE_GRAYF0X,NFL,Mention
1976,SiefkenRobert,Chiefs,Mention
1978,rusteezeworld,WorimiFella,RT
1978,rusteezeworld,Bengals,RT
1979,Gruelingtruth,thebengalorian,Mention
1979,Gruelingtruth,TheBengalsWire,Mention
1979,Gruelingtruth,WhoDey_UK,Mention
1979,Gruelingtruth,BengalsNation8,Mention
1979,Gruelingtruth,moose196850,Mention
1979,Gruelingtruth,WhoooDeyy,Mention
1979,Gruelingtruth,BengalsTalk,Mention
1980,WilliamScottDe3,GottliebShow,Mention
1982,ChadJobe2,ShereeWLWT,Mention
1983,9thwdleekilla,Throwback420,RT
1984,cinbengalsJB9,TonyKnowsBall,RT
1985,cinbengalsJB9,gosuprime21,RT
1986,cinbengalsJB9,LazyMxtt,RT
1987,cinbengalsJB9,ppotterta,RT
1988,cinbengalsJB9,MediaLiarz,RT
1988,cinbengalsJB9,tkelce,RT
1988,cinbengalsJB9,PatrickMahomes,RT
1988,cinbengalsJB9,BrittanyLynne,RT
1989,cinbengalsJB9,GetYoShinebox,RT
1991,cinbengalsJB9,CINClothingCo,RT
1992,cinbengalsJB9,punkrockdub,RT
1993,cinbengalsJB9,VARGASSZNN,RT
1994,cinbengalsJB9,Thomas_Buckeye5,RT
1995,cinbengalsJB9,DatFrostyOne,RT
1996,cinbengalsJB9,Cromezn,RT
1997,DonBrow77958233,NFL,Mention
1997,DonBrow77958233,TomBrady,Mention
1998,cinbengalsJB9,curtisxu,RT
1999,cinbengalsJB9,Pi_sulaiman,RT
2000,jayspartan20,MasterAtWorkinc,RT
2002,Layne__w,FormerNFLFan789,RT
2003,texaskid4life,MasterAtWorkinc,RT
2006,floydianship,MasterAtWorkinc,RT
2007,BornCincyFan,nflcommish,Mention
2007,BornCincyFan,NFL,Mention
2008,MasterAtWorkinc,MasterAtWorkinc,RT
2009,PropMclaughlin_,Mikechanginvest,RT
2010,THE_GRAYF0X,JoeGoodberry,Mention
2010,THE_GRAYF0X,nfl,Mention
2011,NoDiiscussiion,CoachOBrien,Mention
2011,NoDiiscussiion,WokeThuney,Mention
2011,NoDiiscussiion,NFL_DovKleiman,Mention
2011,NoDiiscussiion,Real10jayy__,Mention
2012,Pqranold,edits841,RT
2014,WTFinSoCal,heyjacqui_,Mention
2015,FormerNFLFan789,THE_GRAYF0X,RT
2015,FormerNFLFan789,nfl,RT
2015,FormerNFLFan789,NFLOfficiating,RT
2015,FormerNFLFan789,nflcommish,RT
2017,THE_GRAYF0X,nfl,Mention
2017,THE_GRAYF0X,NFLOfficiating,Mention
2017,THE_GRAYF0X,nflcommish,Mention
2018,jackihillis22,DonCoop20,Mention
2018,jackihillis22,PFTCommenter,Mention
2018,jackihillis22,ArianFoster,Mention
2020,KecksterFal,_willcompton,Mention
2021,SkylerBertram1,VivaLaStool,RT
2021,SkylerBertram1,ArianFoster,RT
2021,SkylerBertram1,MacrodosingPod,RT
2022,RicoMuscatel,NFLonFOX,Mention
2022,RicoMuscatel,Chiefs,Mention
2022,RicoMuscatel,Eagles,Mention
2023,EspressoJose,tipico,Mention
2024,thetadrivium,Throwback420,RT
2025,thetadrivium,GetYoShinebox,RT
2027,plingon11,Readitandweep2,Mention
2029,Jan11555,taufikl,Mention
2030,SpadedLord,midwest_fancy,RT
2032,Dwheel_14,NFL,Mention
2032,Dwheel_14,NFLonFOX,Mention
2032,Dwheel_14,NFLFilms,Mention
2032,Dwheel_14,Chiefs,Mention
2032,Dwheel_14,Bengals,Mention
2033,ubok1978,Kramed67037,Mention
2033,ubok1978,GottliebShow,Mention
2034,Viyapoo,WWERuthlessEra,RT
2035,punkrockdub,GeneSteratore,Mention
2036,Lvnd00,NFL,Mention
2036,Lvnd00,nflnetwork,Mention
2036,Lvnd00,ESPNNFL,Mention
2039,ubok1978,Aftermath_KC,Mention
2040,BREAK_BoyAplus,FormerNFLFan789,RT
2042,SpikeTheNews2,FormerNFLFan789,RT
2043,Lisa20271524,Sir_Saint1,RT
2044,ayoo_noah,FormerNFLFan789,RT
2045,ayoo_noah,edits841,RT
2046,FormerNFLFan789,edits841,RT
2047,BenLineback,FormerNFLFan789,RT
2049,edits841,FormerNFLFan789,RT
2050,phee2_mc,FormerNFLFan789,RT
2051,InkyBri,NFL,Mention
2052,DigitalPtGuard,FormerNFLFan789,RT
2054,SiefkenRobert,AdamSchefter,Mention
2055,grandadteddy,AdamSchefter,Mention
2057,LordShaq2,FormerNFLFan789,RT
2058,Shadology101,FormerNFLFan789,RT
2059,DanielMusto10,FormerNFLFan789,RT
2061,cammarshallfilm,TH3_GOD_,Mention
2061,cammarshallfilm,YoungAngel_,Mention
2061,cammarshallfilm,FirstTake,Mention
2061,cammarshallfilm,MikeFrancesa,Mention
2062,FormerNFLFan789,MAGAMAN858,RT
2062,FormerNFLFan789,NFL,RT
2063,FormerNFLFan789,BornCincyFan,RT
2063,FormerNFLFan789,nflcommish,RT
2063,FormerNFLFan789,NFL,RT
2066,FootballFan734,nflcommish,Mention
2067,wtondo,TheHouse_Ent,RT
2068,_TheZyro,barstoolsports,RT
2071,MAGAMAN858,NFL,Mention
2072,Piersky65,realAlexRWagner,RT
2073,_VictorChaos,Billyhottakes,Mention
2073,_VictorChaos,PFN365,Mention
2074,THE_GRAYF0X,WilliamScottDe3,Mention
2074,THE_GRAYF0X,GottliebShow,Mention
2075,THE_GRAYF0X,NFL,Mention
2076,SiefkenRobert,Chiefs,Mention
2078,rusteezeworld,WorimiFella,RT
2078,rusteezeworld,Bengals,RT
2079,Gruelingtruth,thebengalorian,Mention
2079,Gruelingtruth,TheBengalsWire,Mention
2079,Gruelingtruth,WhoDey_UK,Mention
2079,Gruelingtruth,BengalsNation8,Mention
2079,Gruelingtruth,moose196850,Mention
2079,Gruelingtruth,WhoooDeyy,Mention
2079,Gruelingtruth,BengalsTalk,Mention
2080,WilliamScottDe3,GottliebShow,Mention
2082,ChadJobe2,ShereeWLWT,Mention
2083,9thwdleekilla,Throwback420,RT
2084,cinbengalsJB9,TonyKnowsBall,RT
2085,cinbengalsJB9,gosuprime21,RT
2086,cinbengalsJB9,LazyMxtt,RT
2087,cinbengalsJB9,ppotterta,RT
2088,cinbengalsJB9,MediaLiarz,RT
2088,cinbengalsJB9,tkelce,RT
2088,cinbengalsJB9,PatrickMahomes,RT
2088,cinbengalsJB9,BrittanyLynne,RT
2089,cinbengalsJB9,GetYoShinebox,RT
2091,cinbengalsJB9,CINClothingCo,RT
2092,cinbengalsJB9,punkrockdub,RT
2093,cinbengalsJB9,VARGASSZNN,RT
2094,cinbengalsJB9,Thomas_Buckeye5,RT
2095,cinbengalsJB9,DatFrostyOne,RT
2096,cinbengalsJB9,Cromezn,RT
2097,DonBrow77958233,NFL,Mention
2097,DonBrow77958233,TomBrady,Mention
2098,cinbengalsJB9,curtisxu,RT
2099,cinbengalsJB9,Pi_sulaiman,RT
2100,jayspartan20,MasterAtWorkinc,RT
2102,Layne__w,FormerNFLFan789,RT
2103,texaskid4life,MasterAtWorkinc,RT
2106,floydianship,MasterAtWorkinc,RT
2107,BornCincyFan,nflcommish,Mention
2107,BornCincyFan,NFL,Mention
2108,MasterAtWorkinc,MasterAtWorkinc,RT
2109,PropMclaughlin_,Mikechanginvest,RT
2110,THE_GRAYF0X,JoeGoodberry,Mention
2110,THE_GRAYF0X,nfl,Mention
2111,NoDiiscussiion,CoachOBrien,Mention
2111,NoDiiscussiion,WokeThuney,Mention
2111,NoDiiscussiion,NFL_DovKleiman,Mention
2111,NoDiiscussiion,Real10jayy__,Mention
2112,Pqranold,edits841,RT
2114,WTFinSoCal,heyjacqui_,Mention
2115,FormerNFLFan789,THE_GRAYF0X,RT
2115,FormerNFLFan789,nfl,RT
2115,FormerNFLFan789,NFLOfficiating,RT
2115,FormerNFLFan789,nflcommish,RT
2117,THE_GRAYF0X,nfl,Mention
2117,THE_GRAYF0X,NFLOfficiating,Mention
2117,THE_GRAYF0X,nflcommish,Mention
2118,jackihillis22,DonCoop20,Mention
2118,jackihillis22,PFTCommenter,Mention
2118,jackihillis22,ArianFoster,Mention
2120,KecksterFal,_willcompton,Mention
2121,SkylerBertram1,VivaLaStool,RT
2121,SkylerBertram1,ArianFoster,RT
2121,SkylerBertram1,MacrodosingPod,RT
2122,RicoMuscatel,NFLonFOX,Mention
2122,RicoMuscatel,Chiefs,Mention
2122,RicoMuscatel,Eagles,Mention
2123,EspressoJose,tipico,Mention
2124,thetadrivium,Throwback420,RT
2125,thetadrivium,GetYoShinebox,RT
2127,plingon11,Readitandweep2,Mention
2129,Jan11555,taufikl,Mention
2130,SpadedLord,midwest_fancy,RT
2132,Dwheel_14,NFL,Mention
2132,Dwheel_14,NFLonFOX,Mention
2132,Dwheel_14,NFLFilms,Mention
2132,Dwheel_14,Chiefs,Mention
2132,Dwheel_14,Bengals,Mention
2133,ubok1978,Kramed67037,Mention
2133,ubok1978,GottliebShow,Mention
2134,Viyapoo,WWERuthlessEra,RT
2135,punkrockdub,GeneSteratore,Mention
2136,Lvnd00,NFL,Mention
2136,Lvnd00,nflnetwork,Mention
2136,Lvnd00,ESPNNFL,Mention
2139,ubok1978,Aftermath_KC,Mention
2140,BREAK_BoyAplus,FormerNFLFan789,RT
2142,SpikeTheNews2,FormerNFLFan789,RT
2143,Lisa20271524,Sir_Saint1,RT
2144,ayoo_noah,FormerNFLFan789,RT
2145,ayoo_noah,edits841,RT
2146,FormerNFLFan789,edits841,RT
2147,BenLineback,FormerNFLFan789,RT
2149,edits841,FormerNFLFan789,RT
2150,phee2_mc,FormerNFLFan789,RT
2151,InkyBri,NFL,Mention
2152,DigitalPtGuard,FormerNFLFan789,RT
2154,SiefkenRobert,AdamSchefter,Mention
2155,grandadteddy,AdamSchefter,Mention
2157,LordShaq2,FormerNFLFan789,RT
2158,Shadology101,FormerNFLFan789,RT
2159,DanielMusto10,FormerNFLFan789,RT
2161,cammarshallfilm,TH3_GOD_,Mention
2161,cammarshallfilm,YoungAngel_,Mention
2161,cammarshallfilm,FirstTake,Mention
2161,cammarshallfilm,MikeFrancesa,Mention
2162,FormerNFLFan789,MAGAMAN858,RT
2162,FormerNFLFan789,NFL,RT
2163,FormerNFLFan789,BornCincyFan,RT
2163,FormerNFLFan789,nflcommish,RT
2163,FormerNFLFan789,NFL,RT
2166,FootballFan734,nflcommish,Mention
2167,wtondo,TheHouse_Ent,RT
2168,_TheZyro,barstoolsports,RT
2171,MAGAMAN858,NFL,Mention
2172,Piersky65,realAlexRWagner,RT
2173,_VictorChaos,Billyhottakes,Mention
2173,_VictorChaos,PFN365,Mention
2174,THE_GRAYF0X,WilliamScottDe3,Mention
2174,THE_GRAYF0X,GottliebShow,Mention
2175,THE_GRAYF0X,NFL,Mention
2176,SiefkenRobert,Chiefs,Mention
2178,rusteezeworld,WorimiFella,RT
2178,rusteezeworld,Bengals,RT
2179,Gruelingtruth,thebengalorian,Mention
2179,Gruelingtruth,TheBengalsWire,Mention
2179,Gruelingtruth,WhoDey_UK,Mention
2179,Gruelingtruth,BengalsNation8,Mention
2179,Gruelingtruth,moose196850,Mention
2179,Gruelingtruth,WhoooDeyy,Mention
2179,Gruelingtruth,BengalsTalk,Mention
2180,WilliamScottDe3,GottliebShow,Mention
2182,ChadJobe2,ShereeWLWT,Mention
2183,9thwdleekilla,Throwback420,RT
2184,cinbengalsJB9,TonyKnowsBall,RT
2185,cinbengalsJB9,gosuprime21,RT
2186,cinbengalsJB9,LazyMxtt,RT
2187,cinbengalsJB9,ppotterta,RT
2188,cinbengalsJB9,MediaLiarz,RT
2188,cinbengalsJB9,tkelce,RT
2188,cinbengalsJB9,PatrickMahomes,RT
2188,cinbengalsJB9,BrittanyLynne,RT
2189,cinbengalsJB9,GetYoShinebox,RT
2191,cinbengalsJB9,CINClothingCo,RT
2192,cinbengalsJB9,punkrockdub,RT
2193,cinbengalsJB9,VARGASSZNN,RT
2194,cinbengalsJB9,Thomas_Buckeye5,RT
2195,cinbengalsJB9,DatFrostyOne,RT
2196,cinbengalsJB9,Cromezn,RT
2197,DonBrow77958233,NFL,Mention
2197,DonBrow77958233,TomBrady,Mention
2198,cinbengalsJB9,curtisxu,RT
2199,cinbengalsJB9,Pi_sulaiman,RT
2200,jayspartan20,MasterAtWorkinc,RT
2202,Layne__w,FormerNFLFan789,RT
2203,texaskid4life,MasterAtWorkinc,RT
2206,floydianship,MasterAtWorkinc,RT
2207,BornCincyFan,nflcommish,Mention
2207,BornCincyFan,NFL,Mention
2208,MasterAtWorkinc,MasterAtWorkinc,RT
2209,PropMclaughlin_,Mikechanginvest,RT
2210,THE_GRAYF0X,JoeGoodberry,Mention
2210,THE_GRAYF0X,nfl,Mention
2211,NoDiiscussiion,CoachOBrien,Mention
2211,NoDiiscussiion,WokeThuney,Mention
2211,NoDiiscussiion,NFL_DovKleiman,Mention
2211,NoDiiscussiion,Real10jayy__,Mention
2212,Pqranold,edits841,RT
2214,WTFinSoCal,heyjacqui_,Mention
2215,FormerNFLFan789,THE_GRAYF0X,RT
2215,FormerNFLFan789,nfl,RT
2215,FormerNFLFan789,NFLOfficiating,RT
2215,FormerNFLFan789,nflcommish,RT
2217,THE_GRAYF0X,nfl,Mention
2217,THE_GRAYF0X,NFLOfficiating,Mention
2217,THE_GRAYF0X,nflcommish,Mention
2218,jackihillis22,DonCoop20,Mention
2218,jackihillis22,PFTCommenter,Mention
2218,jackihillis22,ArianFoster,Mention
2220,KecksterFal,_willcompton,Mention
2221,SkylerBertram1,VivaLaStool,RT
2221,SkylerBertram1,ArianFoster,RT
2221,SkylerBertram1,MacrodosingPod,RT
2222,RicoMuscatel,NFLonFOX,Mention
2222,RicoMuscatel,Chiefs,Mention
2222,RicoMuscatel,Eagles,Mention
2223,EspressoJose,tipico,Mention
2224,thetadrivium,Throwback420,RT
2225,thetadrivium,GetYoShinebox,RT
2227,plingon11,Readitandweep2,Mention
2229,Jan11555,taufikl,Mention
2230,SpadedLord,midwest_fancy,RT
2232,Dwheel_14,NFL,Mention
2232,Dwheel_14,NFLonFOX,Mention
2232,Dwheel_14,NFLFilms,Mention
2232,Dwheel_14,Chiefs,Mention
2232,Dwheel_14,Bengals,Mention
2233,ubok1978,Kramed67037,Mention
2233,ubok1978,GottliebShow,Mention
2234,Viyapoo,WWERuthlessEra,RT
2235,punkrockdub,GeneSteratore,Mention
2236,Lvnd00,NFL,Mention
2236,Lvnd00,nflnetwork,Mention
2236,Lvnd00,ESPNNFL,Mention
2239,ubok1978,Aftermath_KC,Mention
2240,BREAK_BoyAplus,FormerNFLFan789,RT
2242,SpikeTheNews2,FormerNFLFan789,RT
2243,Lisa20271524,Sir_Saint1,RT
2244,ayoo_noah,FormerNFLFan789,RT
2245,ayoo_noah,edits841,RT
2246,FormerNFLFan789,edits841,RT
2247,BenLineback,FormerNFLFan789,RT
2249,edits841,FormerNFLFan789,RT
2250,phee2_mc,FormerNFLFan789,RT
2251,InkyBri,NFL,Mention
2252,DigitalPtGuard,FormerNFLFan789,RT
2254,SiefkenRobert,AdamSchefter,Mention
2255,grandadteddy,AdamSchefter,Mention
2257,LordShaq2,FormerNFLFan789,RT
2258,Shadology101,FormerNFLFan789,RT
2259,DanielMusto10,FormerNFLFan789,RT
2261,cammarshallfilm,TH3_GOD_,Mention
2261,cammarshallfilm,YoungAngel_,Mention
2261,cammarshallfilm,FirstTake,Mention
2261,cammarshallfilm,MikeFrancesa,Mention
2262,FormerNFLFan789,MAGAMAN858,RT
2262,FormerNFLFan789,NFL,RT
2263,FormerNFLFan789,BornCincyFan,RT
2263,FormerNFLFan789,nflcommish,RT
2263,FormerNFLFan789,NFL,RT
2266,FootballFan734,nflcommish,Mention
2267,wtondo,TheHouse_Ent,RT
2268,_TheZyro,barstoolsports,RT
2271,MAGAMAN858,NFL,Mention
2272,Piersky65,realAlexRWagner,RT
2273,_VictorChaos,Billyhottakes,Mention
2273,_VictorChaos,PFN365,Mention
2274,THE_GRAYF0X,WilliamScottDe3,Mention
2274,THE_GRAYF0X,GottliebShow,Mention
2275,THE_GRAYF0X,NFL,Mention
2276,SiefkenRobert,Chiefs,Mention
2278,rusteezeworld,WorimiFella,RT
2278,rusteezeworld,Bengals,RT
2279,Gruelingtruth,thebengalorian,Mention
2279,Gruelingtruth,TheBengalsWire,Mention
2279,Gruelingtruth,WhoDey_UK,Mention
2279,Gruelingtruth,BengalsNation8,Mention
2279,Gruelingtruth,moose196850,Mention
2279,Gruelingtruth,WhoooDeyy,Mention
2279,Gruelingtruth,BengalsTalk,Mention
2280,WilliamScottDe3,GottliebShow,Mention
2282,ChadJobe2,ShereeWLWT,Mention
2283,9thwdleekilla,Throwback420,RT
2284,cinbengalsJB9,TonyKnowsBall,RT
2285,cinbengalsJB9,gosuprime21,RT
2286,cinbengalsJB9,LazyMxtt,RT
2287,cinbengalsJB9,ppotterta,RT
2288,cinbengalsJB9,MediaLiarz,RT
2288,cinbengalsJB9,tkelce,RT
2288,cinbengalsJB9,PatrickMahomes,RT
2288,cinbengalsJB9,BrittanyLynne,RT
2289,cinbengalsJB9,GetYoShinebox,RT
2291,cinbengalsJB9,CINClothingCo,RT
2292,cinbengalsJB9,punkrockdub,RT
2293,cinbengalsJB9,VARGASSZNN,RT
2294,cinbengalsJB9,Thomas_Buckeye5,RT
2295,cinbengalsJB9,DatFrostyOne,RT
2296,cinbengalsJB9,Cromezn,RT
2297,DonBrow77958233,NFL,Mention
2297,DonBrow77958233,TomBrady,Mention
2298,cinbengalsJB9,curtisxu,RT
2299,cinbengalsJB9,Pi_sulaiman,RT
2300,jayspartan20,MasterAtWorkinc,RT
2302,Layne__w,FormerNFLFan789,RT
2303,texaskid4life,MasterAtWorkinc,RT
2306,floydianship,MasterAtWorkinc,RT
2307,BornCincyFan,nflcommish,Mention
2307,BornCincyFan,NFL,Mention
2308,MasterAtWorkinc,MasterAtWorkinc,RT
2309,PropMclaughlin_,Mikechanginvest,RT
2310,THE_GRAYF0X,JoeGoodberry,Mention
2310,THE_GRAYF0X,nfl,Mention
2311,NoDiiscussiion,CoachOBrien,Mention
2311,NoDiiscussiion,WokeThuney,Mention
2311,NoDiiscussiion,NFL_DovKleiman,Mention
2311,NoDiiscussiion,Real10jayy__,Mention
2312,Pqranold,edits841,RT
2314,WTFinSoCal,heyjacqui_,Mention
2315,FormerNFLFan789,THE_GRAYF0X,RT
2315,FormerNFLFan789,nfl,RT
2315,FormerNFLFan789,NFLOfficiating,RT
2315,FormerNFLFan789,nflcommish,RT
2317,THE_GRAYF0X,nfl,Mention
2317,THE_GRAYF0X,NFLOfficiating,Mention
2317,THE_GRAYF0X,nflcommish,Mention
2318,jackihillis22,DonCoop20,Mention
2318,jackihillis22,PFTCommenter,Mention
2318,jackihillis22,ArianFoster,Mention
2320,KecksterFal,_willcompton,Mention
2321,SkylerBertram1,VivaLaStool,RT
2321,SkylerBertram1,ArianFoster,RT
2321,SkylerBertram1,MacrodosingPod,RT
2322,RicoMuscatel,NFLonFOX,Mention
2322,RicoMuscatel,Chiefs,Mention
2322,RicoMuscatel,Eagles,Mention
2323,EspressoJose,tipico,Mention
2324,thetadrivium,Throwback420,RT
2325,thetadrivium,GetYoShinebox,RT
2327,plingon11,Readitandweep2,Mention
2329,Jan11555,taufikl,Mention
2330,SpadedLord,midwest_fancy,RT
2332,Dwheel_14,NFL,Mention
2332,Dwheel_14,NFLonFOX,Mention
2332,Dwheel_14,NFLFilms,Mention
2332,Dwheel_14,Chiefs,Mention
2332,Dwheel_14,Bengals,Mention
2333,ubok1978,Kramed67037,Mention
2333,ubok1978,GottliebShow,Mention
2334,Viyapoo,WWERuthlessEra,RT
2335,punkrockdub,GeneSteratore,Mention
2336,Lvnd00,NFL,Mention
2336,Lvnd00,nflnetwork,Mention
2336,Lvnd00,ESPNNFL,Mention
2339,ubok1978,Aftermath_KC,Mention
2340,BREAK_BoyAplus,FormerNFLFan789,RT
2342,SpikeTheNews2,FormerNFLFan789,RT
2343,Lisa20271524,Sir_Saint1,RT
2344,ayoo_noah,FormerNFLFan789,RT
2345,ayoo_noah,edits841,RT
2346,FormerNFLFan789,edits841,RT
2347,BenLineback,FormerNFLFan789,RT
2349,edits841,FormerNFLFan789,RT
2350,phee2_mc,FormerNFLFan789,RT
2351,InkyBri,NFL,Mention
2352,DigitalPtGuard,FormerNFLFan789,RT
2354,SiefkenRobert,AdamSchefter,Mention
